date,year,month,day,atmp_max,atmp_min,pcpn,wspd_max
1/1/1996,1996,1,1,31,25.1,0.01,14.6
1/2/1996,1996,1,2,25.2,10.2,0,17.1
1/3/1996,1996,1,3,17.1,0.3,0,19.3
1/4/1996,1996,1,4,20.8,-2.7,0,14.6
1/5/1996,1996,1,5,18.8,-3.5,0,14.6
1/6/1996,1996,1,6,20.8,0.3,0,8.2
1/7/1996,1996,1,7,16.9,2.7,0,17.1
1/8/1996,1996,1,8,24,-1.7,0,21.4
1/9/1996,1996,1,9,26.7,16.4,0,22.5
1/10/1996,1996,1,10,20.3,-2.6,0,16.4
1/11/1996,1996,1,11,17.1,-3.2,0,11.7
1/12/1996,1996,1,12,25.8,2.6,0,13.5
1/13/1996,1996,1,13,37.2,25.1,0.09,16
1/14/1996,1996,1,14,41.3,21.3,0,21
1/15/1996,1996,1,15,21.9,8.7,0,17.1
1/16/1996,1996,1,16,42.9,12.6,0,18.9
1/17/1996,1996,1,17,45.8,39.3,0.15,20.7
1/18/1996,1996,1,18,58.9,44.6,0.6,31.1
1/19/1996,1996,1,19,46,10.9,0.03,30.7
1/20/1996,1996,1,20,22.5,5.8,0,16.8
1/21/1996,1996,1,21,28,14.9,0,18.2
1/22/1996,1996,1,22,43.1,21.8,0,24.3
1/23/1996,1996,1,23,34.4,29.1,0.14,13.2
1/24/1996,1996,1,24,38.9,15.8,0.08,24.6
1/25/1996,1996,1,25,24.9,11.3,0,13.5
1/26/1996,1996,1,26,37.7,23.9,0.08,18.9
1/27/1996,1996,1,27,41,16.9,0.08,34.3
1/28/1996,1996,1,28,25.3,7.7,0,14.2
1/29/1996,1996,1,29,30.6,12.1,0,44.7
1/30/1996,1996,1,30,13.2,3.1,0,28.2
1/31/1996,1996,1,31,9.6,-3.2,0,18.2
2/1/1996,1996,2,1,11.2,-2.2,0,20.3
2/2/1996,1996,2,2,3.6,-9.7,0,21.4
2/3/1996,1996,2,3,2.3,-14.5,0,16.8
2/4/1996,1996,2,4,7,-13.2,0,17.5
2/5/1996,1996,2,5,17.6,-4.9,0,25
2/6/1996,1996,2,6,25.4,-2.1,0,16
2/7/1996,1996,2,7,38.5,25.1,0,24.6
2/8/1996,1996,2,8,41.7,30.9,0.17,21
2/9/1996,1996,2,9,41.4,30,0,16.8
2/10/1996,1996,2,10,51.7,33.2,0,33.6
2/11/1996,1996,2,11,34,15.8,0,29.3
2/12/1996,1996,2,12,20.9,11.7,0,23.2
2/13/1996,1996,2,13,27.6,5.7,0,19.6
2/14/1996,1996,2,14,27.5,19.6,0,20.3
2/15/1996,1996,2,15,24,8.8,0,8.2
2/16/1996,1996,2,16,22.2,-6.7,0,16
2/17/1996,1996,2,17,25,8.7,0.01,21
2/18/1996,1996,2,18,19.8,-8.2,0,16
2/19/1996,1996,2,19,40.7,18.3,0.03,16
2/20/1996,1996,2,20,47.6,33.9,0.02,14.2
2/21/1996,1996,2,21,40.7,25.8,0.03,13.9
2/22/1996,1996,2,22,31.7,25.6,0,9.9
2/23/1996,1996,2,23,47.6,30.8,0.03,31.8
2/24/1996,1996,2,24,47.8,34.1,0,38.2
2/25/1996,1996,2,25,56.5,28.8,0,11.7
2/26/1996,1996,2,26,38.5,33.3,0.15,13.5
2/27/1996,1996,2,27,61,32.2,0.35,23.2
2/28/1996,1996,2,28,32.5,13.3,0.01,30.7
2/29/1996,1996,2,29,21.2,8.8,0,21
3/1/1996,1996,3,1,33.1,13.2,0,23.6
3/2/1996,1996,3,2,29.9,8.5,0,27.5
3/3/1996,1996,3,3,16.9,1.3,0,27.1
3/4/1996,1996,3,4,29,2.6,0,13.9
3/5/1996,1996,3,5,28.1,20.4,0.03,15
3/6/1996,1996,3,6,21.6,8.2,0,21.8
3/7/1996,1996,3,7,13.1,-0.6,0,17.1
3/8/1996,1996,3,8,12.3,-1.9,0,22.8
3/9/1996,1996,3,9,22.3,-5.7,0,13.5
3/10/1996,1996,3,10,33.3,-0.6,0.06,16
3/11/1996,1996,3,11,43,17.9,0,13.5
3/12/1996,1996,3,12,50.3,29.5,0,14.2
3/13/1996,1996,3,13,56,31.8,0,15.3
3/14/1996,1996,3,14,58.2,33.2,0,18.2
3/15/1996,1996,3,15,44.1,24.5,0,20.7
3/16/1996,1996,3,16,41.6,22.2,0,15.3
3/17/1996,1996,3,17,51,19.6,0,11.4
3/18/1996,1996,3,18,45.1,30.3,0,16.4
3/19/1996,1996,3,19,37.9,28.1,0,33.6
3/20/1996,1996,3,20,34.3,25.1,0.01,40
3/21/1996,1996,3,21,29.3,20.5,0,21.4
3/22/1996,1996,3,22,35.9,20.2,0,21.8
3/23/1996,1996,3,23,46.7,19.9,0,16
3/24/1996,1996,3,24,56.8,29.6,0,21.4
3/25/1996,1996,3,25,56.5,20.7,0.03,37.2
3/26/1996,1996,3,26,21.5,5.6,0,33.2
3/27/1996,1996,3,27,33.9,3.4,0,13.2
3/28/1996,1996,3,28,43.3,20.5,0,14.6
3/29/1996,1996,3,29,49.2,25.2,0,16.4
3/30/1996,1996,3,30,56.1,25,0,16.4
3/31/1996,1996,3,31,42.5,30.2,0.11,19.3
4/1/1996,1996,4,1,44.5,24.4,0,23.9
4/2/1996,1996,4,2,48.7,26,0,16.4
4/3/1996,1996,4,3,58.6,30.2,0,20.7
4/4/1996,1996,4,4,35.9,22.6,0.11,21.4
4/5/1996,1996,4,5,38.5,18.4,0.01,15.3
4/6/1996,1996,4,6,36.5,21.3,0,16.4
4/7/1996,1996,4,7,36.3,19.5,0,14.2
4/8/1996,1996,4,8,32.2,19.7,0,17.8
4/9/1996,1996,4,9,39.9,20.4,0.01,14.2
4/10/1996,1996,4,10,54.4,25.2,0,22.8
4/11/1996,1996,4,11,74.6,31.5,0,24.6
4/12/1996,1996,4,12,63.4,36.2,0.92,25.7
4/13/1996,1996,4,13,44.3,31.5,0.08,20.3
4/14/1996,1996,4,14,47.5,26,0,19.6
4/15/1996,1996,4,15,49.3,33.4,0.28,23.9
4/16/1996,1996,4,16,42.6,33.7,0,26.8
4/17/1996,1996,4,17,56.6,27.8,0,16.8
4/18/1996,1996,4,18,73.4,41.3,0,25.3
4/19/1996,1996,4,19,72.1,49.7,0.53,37.9
4/20/1996,1996,4,20,68.9,46.8,0.14,37.9
4/21/1996,1996,4,21,64.1,43.1,0,17.8
4/22/1996,1996,4,22,56.1,45.4,0.41,10.7
4/23/1996,1996,4,23,48.6,32.7,0,20.7
4/24/1996,1996,4,24,61.9,29.1,0,27.5
4/25/1996,1996,4,25,68.8,48.1,0.1,33.9
4/26/1996,1996,4,26,53,26.8,0,31.1
4/27/1996,1996,4,27,49.7,25.8,0,29.6
4/28/1996,1996,4,28,57.1,26.1,0,19.3
4/29/1996,1996,4,29,46.3,38.3,0.47,19.3
4/30/1996,1996,4,30,46.1,35.2,0.19,32.9
5/1/1996,1996,5,1,56.2,33.6,0,29.3
5/2/1996,1996,5,2,61.4,31.9,0,26.4
5/3/1996,1996,5,3,64.8,44.1,0.1,19.3
5/4/1996,1996,5,4,56,39.8,0.01,13.9
5/5/1996,1996,5,5,54,37.8,0,17.5
5/6/1996,1996,5,6,58.2,37.9,0,15.3
5/7/1996,1996,5,7,62.5,40.4,0,14.2
5/8/1996,1996,5,8,58.3,48.8,0.04,14.6
5/9/1996,1996,5,9,66.7,49.3,0.24,15.3
5/10/1996,1996,5,10,70.3,41.6,0.49,29.3
5/11/1996,1996,5,11,51.4,36.6,0.03,19.3
5/12/1996,1996,5,12,46.6,30.2,0,19.3
5/13/1996,1996,5,13,54.9,24.1,0,16.4
5/14/1996,1996,5,14,59.6,31.1,0,18.5
5/15/1996,1996,5,15,52.5,44.1,0.08,16.4
5/16/1996,1996,5,16,67.1,48.1,0,9.6
5/17/1996,1996,5,17,76.3,51.3,0,13.5
5/18/1996,1996,5,18,84.5,61.4,0,30.7
5/19/1996,1996,5,19,85.1,68.2,0,28.6
5/20/1996,1996,5,20,80.5,55.2,1.26,26.4
5/21/1996,1996,5,21,71.9,52,0.06,21
5/22/1996,1996,5,22,74.7,46.7,0,21.8
5/23/1996,1996,5,23,64.5,54.4,0.12,16
5/24/1996,1996,5,24,62.9,43.9,0,21.4
5/25/1996,1996,5,25,66.9,37.2,0,15.3
5/26/1996,1996,5,26,63.8,43.4,0.05,16.4
5/27/1996,1996,5,27,60.2,44.3,0,25.7
5/28/1996,1996,5,28,68.2,43.7,0,21
5/29/1996,1996,5,29,59,41,0,21.4
5/30/1996,1996,5,30,69.2,30.1,0,11.4
5/31/1996,1996,5,31,74.9,36.8,0,14.2
6/1/1996,1996,6,1,79.7,45.9,0,16.4
6/2/1996,1996,6,2,73,59,0.19,25
6/3/1996,1996,6,3,70.2,53,0.06,20
6/4/1996,1996,6,4,62.2,49.4,0.18,15.3
6/5/1996,1996,6,5,69.2,46.8,0,13.9
6/6/1996,1996,6,6,72.3,53,0.48,13.9
6/7/1996,1996,6,7,75.6,57.6,0,16.4
6/8/1996,1996,6,8,69.8,55,0,12.1
6/9/1996,1996,6,9,67.7,56.2,0.37,13.9
6/10/1996,1996,6,10,78,57.3,0,15.7
6/11/1996,1996,6,11,75.7,55,0,11
6/12/1996,1996,6,12,74.2,57.7,0,11.4
6/13/1996,1996,6,13,82.5,59.6,0.1,20
6/14/1996,1996,6,14,81.4,58,0,11.4
6/15/1996,1996,6,15,80.2,52.3,0,13.2
6/16/1996,1996,6,16,85.1,53.7,0,9.2
6/17/1996,1996,6,17,70.8,59.4,2.09,15
6/18/1996,1996,6,18,71,59.1,1.11,11.7
6/19/1996,1996,6,19,78.2,65.2,0.15,14.6
6/20/1996,1996,6,20,76.1,62.6,0,16
6/21/1996,1996,6,21,78.2,61,0,15.7
6/22/1996,1996,6,22,75.5,59.2,0,22.1
6/23/1996,1996,6,23,77.1,47.7,0,12.8
6/24/1996,1996,6,24,75,58.4,0.22,18.5
6/25/1996,1996,6,25,73.6,49.2,0,17.1
6/26/1996,1996,6,26,76.7,49,0,13.2
6/27/1996,1996,6,27,82,58.1,0,16.4
6/28/1996,1996,6,28,84.9,59.1,0,12.1
6/29/1996,1996,6,29,87.5,69.9,0,25.3
6/30/1996,1996,6,30,85.2,69.6,0,17.8
7/1/1996,1996,7,1,79.6,58.7,0,15.3
7/2/1996,1996,7,2,73.5,53.8,0,21
7/3/1996,1996,7,3,70.6,52.9,0,18.5
7/4/1996,1996,7,4,74.2,43.6,0,16
7/5/1996,1996,7,5,81.3,46,0,11
7/6/1996,1996,7,6,84,52.1,0,15.7
7/7/1996,1996,7,7,84,63,0,19.3
7/8/1996,1996,7,8,82,54.3,0,22.1
7/9/1996,1996,7,9,67.8,53.1,0.01,15.7
7/10/1996,1996,7,10,72.9,47.2,0,13.5
7/11/1996,1996,7,11,77,43.9,0,15
7/12/1996,1996,7,12,82.1,51,0,12.1
7/13/1996,1996,7,13,82.5,61.5,0,19.3
7/14/1996,1996,7,14,78.8,55.2,0.04,18.9
7/15/1996,1996,7,15,76.9,58.4,0.14,20.3
7/16/1996,1996,7,16,82.8,60.4,0,21.4
7/17/1996,1996,7,17,78.3,61.8,0.01,8.5
7/18/1996,1996,7,18,80.9,64.6,0.02,15.3
7/19/1996,1996,7,19,78.9,57.4,0.03,22.8
7/20/1996,1996,7,20,72.7,47.4,0,15.3
7/21/1996,1996,7,21,74.6,45.4,0,9.9
7/22/1996,1996,7,22,79.7,45.6,0,15
7/23/1996,1996,7,23,79.5,58.2,0,20.3
7/24/1996,1996,7,24,80.1,55,0,17.8
7/25/1996,1996,7,25,76.5,58,0,20.7
7/26/1996,1996,7,26,72.8,53.3,0,14.6
7/27/1996,1996,7,27,77.5,48.8,0,8.9
7/28/1996,1996,7,28,77,57.2,0.02,13.2
7/29/1996,1996,7,29,76.4,59,0.41,18.5
7/30/1996,1996,7,30,73.5,55.9,0.31,17.1
7/31/1996,1996,7,31,68.2,53.5,0,14.2
8/1/1996,1996,8,1,69.3,51.6,0,12.8
8/2/1996,1996,8,2,77.6,51.6,0,10.3
8/3/1996,1996,8,3,80.7,53.1,0,9.6
8/4/1996,1996,8,4,84.6,57,0,12.8
8/5/1996,1996,8,5,85.7,62.9,0,17.5
8/6/1996,1996,8,6,92.8,67.2,0,14.6
8/7/1996,1996,8,7,92,66.2,0.92,20.7
8/8/1996,1996,8,8,80.9,64.8,0.01,18.9
8/9/1996,1996,8,9,76.5,50.8,0,10.7
8/10/1996,1996,8,10,74.4,53.6,0,11.4
8/11/1996,1996,8,11,73.1,55.8,0,9.2
8/12/1996,1996,8,12,80.5,55.7,0,10.7
8/13/1996,1996,8,13,81.6,56.4,0,18.2
8/14/1996,1996,8,14,83.2,58.8,0,26.4
8/15/1996,1996,8,15,74.5,62.1,0,22.5
8/16/1996,1996,8,16,73,54.2,0,12.8
8/17/1996,1996,8,17,80.1,50.8,0,10.3
8/18/1996,1996,8,18,83.4,50.6,0,9.6
8/19/1996,1996,8,19,78.4,59.1,0.42,15
8/20/1996,1996,8,20,82.5,66.4,0,18.2
8/21/1996,1996,8,21,82.5,62.4,0,8.9
8/22/1996,1996,8,22,83.9,66.3,0.04,19.6
8/23/1996,1996,8,23,75.6,56.1,0.16,16
8/24/1996,1996,8,24,78.7,49.2,0,12.8
8/25/1996,1996,8,25,79.8,56.2,0,19.6
8/26/1996,1996,8,26,81.8,55.6,0,13.5
8/27/1996,1996,8,27,68.8,60.4,0,11.7
8/28/1996,1996,8,28,74.4,55,0,11
8/29/1996,1996,8,29,76,50.2,0,13.2
8/30/1996,1996,8,30,80.4,48.4,0,9.9
8/31/1996,1996,8,31,81.6,52.4,0,10.3
9/1/1996,1996,9,1,82.4,53.3,0,9.6
9/2/1996,1996,9,2,83.7,52.3,0,9.6
9/3/1996,1996,9,3,82.8,53.2,0,10.7
9/4/1996,1996,9,4,83,54.3,0,8.5
9/5/1996,1996,9,5,83,54.6,0,15
9/6/1996,1996,9,6,78.6,60.6,0,13.2
9/7/1996,1996,9,7,69.7,61.9,0.04,12.5
9/8/1996,1996,9,8,81.2,54.1,0,12.5
9/9/1996,1996,9,9,71.7,62.1,0.17,13.5
9/10/1996,1996,9,10,75.3,55.5,0,10.3
9/11/1996,1996,9,11,79.1,54.7,0.03,18.5
9/12/1996,1996,9,12,65.2,52.7,0.04,21.4
9/13/1996,1996,9,13,56.1,47.2,0.03,17.5
9/14/1996,1996,9,14,52.8,46.5,0.28,22.1
9/15/1996,1996,9,15,58.7,50.7,0,17.5
9/16/1996,1996,9,16,64.3,42.6,0,12.5
9/17/1996,1996,9,17,63.4,52.5,0,18.9
9/18/1996,1996,9,18,70.2,48.2,0,16.8
9/19/1996,1996,9,19,72.4,42.4,0,12.5
9/20/1996,1996,9,20,75.4,39.4,0,11.4
9/21/1996,1996,9,21,63.4,52,0.23,7.1
9/22/1996,1996,9,22,64.6,48.3,0.01,22.8
9/23/1996,1996,9,23,67,48.1,0,8.5
9/24/1996,1996,9,24,63.8,46.9,0.21,23.6
9/25/1996,1996,9,25,61.3,38.7,0,13.9
9/26/1996,1996,9,26,62.5,48.2,0.39,17.5
9/27/1996,1996,9,27,67.6,48.7,0.08,18.5
9/28/1996,1996,9,28,56.1,45,0.01,24.6
9/29/1996,1996,9,29,60.5,38.1,0,22.8
9/30/1996,1996,9,30,73.3,31.8,0,16
10/1/1996,1996,10,1,75.8,44.4,0,16.8
10/2/1996,1996,10,2,69.9,39.1,0.01,24.3
10/3/1996,1996,10,3,50.7,32.1,0,20.7
10/4/1996,1996,10,4,57.4,26.5,0,12.1
10/5/1996,1996,10,5,65.6,34.1,0,12.8
10/6/1996,1996,10,6,72.1,43.4,0,21.4
10/7/1996,1996,10,7,61.1,43.7,0.12,15
10/8/1996,1996,10,8,48.6,40.5,0.01,15
10/9/1996,1996,10,9,50.6,37.8,0.17,14.2
10/10/1996,1996,10,10,45.3,33,0.01,15.7
10/11/1996,1996,10,11,52.9,24.8,0,12.5
10/12/1996,1996,10,12,63.2,37,0,17.8
10/13/1996,1996,10,13,72.3,51.6,0,20.7
10/14/1996,1996,10,14,61,40,0,14.6
10/15/1996,1996,10,15,70.2,34.8,0,16
10/16/1996,1996,10,16,67.5,48.2,0,15.7
10/17/1996,1996,10,17,75.2,49.2,0.06,31.1
10/18/1996,1996,10,18,58.6,43.2,0.66,20.7
10/19/1996,1996,10,19,48.1,35.2,0,16.8
10/20/1996,1996,10,20,58.3,37.5,0,14.2
10/21/1996,1996,10,21,55.7,44.8,0,11
10/22/1996,1996,10,22,58.1,46.7,0,15
10/23/1996,1996,10,23,54.2,37.6,0.5,22.8
10/24/1996,1996,10,24,53.7,36.7,0.01,23.2
10/25/1996,1996,10,25,64.1,31.8,0,14.2
10/26/1996,1996,10,26,61.3,43.8,0,10.3
10/27/1996,1996,10,27,67.6,49.1,0,23.2
10/28/1996,1996,10,28,53.1,35.9,0,17.5
10/29/1996,1996,10,29,52.7,27.4,0.87,20.3
10/30/1996,1996,10,30,56.3,34.4,0.18,38.9
10/31/1996,1996,10,31,38.1,28.3,0,37.9
11/1/1996,1996,11,1,36.2,26.5,0,26.8
11/2/1996,1996,11,2,35.1,26.4,0,16
11/3/1996,1996,11,3,41.1,26.6,0,17.8
11/4/1996,1996,11,4,46.9,31.4,0,16.8
11/5/1996,1996,11,5,51.2,36.5,0,11
11/6/1996,1996,11,6,64.6,44.5,0.03,18.5
11/7/1996,1996,11,7,57.9,32.5,1.2,15.7
11/8/1996,1996,11,8,45.9,32.1,0.01,15.7
11/9/1996,1996,11,9,39.7,29.5,0,14.2
11/10/1996,1996,11,10,34.6,26.2,0,16.4
11/11/1996,1996,11,11,32.8,23.5,0,21.8
11/12/1996,1996,11,12,28.3,19.2,0,23.6
11/13/1996,1996,11,13,28.7,16.4,0,12.1
11/14/1996,1996,11,14,28.3,11.7,0,12.5
11/15/1996,1996,11,15,36.7,14.4,0,15.3
11/16/1996,1996,11,16,51.6,28.7,0,13.9
11/17/1996,1996,11,17,50.8,33.6,0.07,25.3
11/18/1996,1996,11,18,35.4,28.8,0,16.4
11/19/1996,1996,11,19,31.6,22.3,0,15
11/20/1996,1996,11,20,28.2,18.1,0,9.2
11/21/1996,1996,11,21,29.2,24.6,0,13.9
11/22/1996,1996,11,22,38.6,26.4,0,13.9
11/23/1996,1996,11,23,34.6,30,0,13.5
11/24/1996,1996,11,24,30.7,24.4,0,12.1
11/25/1996,1996,11,25,29.6,21.2,0.01,11.7
11/26/1996,1996,11,26,27.7,20.1,0,21
11/27/1996,1996,11,27,28.7,9.1,0.03,16
11/28/1996,1996,11,28,29.1,20.4,0,15
11/29/1996,1996,11,29,40.5,18.8,0.07,12.8
11/30/1996,1996,11,30,47.3,33.8,0.14,15.7
12/1/1996,1996,12,1,48.4,27.4,0.21,26.8
12/2/1996,1996,12,2,28.1,22.7,0,24.6
12/3/1996,1996,12,3,32.7,21.7,0.08,13.9
12/4/1996,1996,12,4,34.8,24.4,0.01,12.1
12/5/1996,1996,12,5,30.8,25.9,0,14.6
12/6/1996,1996,12,6,33.6,30.3,0.16,11.7
12/7/1996,1996,12,7,36.9,26.8,0.07,19.3
12/8/1996,1996,12,8,31.4,26,0,22.5
12/9/1996,1996,12,9,31.2,27.1,0,18.9
12/10/1996,1996,12,10,38.5,27,0,14.6
12/11/1996,1996,12,11,34.7,30.9,0.03,18.2
12/12/1996,1996,12,12,32.7,30.7,0.45,16.4
12/13/1996,1996,12,13,40.5,28.6,0,15.7
12/14/1996,1996,12,14,46.9,29.5,0.04,11
12/15/1996,1996,12,15,41.1,30.9,0.18,18.5
12/16/1996,1996,12,16,31.6,28.5,0,24.6
12/17/1996,1996,12,17,31.7,25,0,19.6
12/18/1996,1996,12,18,26.8,9.5,0,21
12/19/1996,1996,12,19,10.7,1.2,0,17.8
12/20/1996,1996,12,20,16,3.4,0,15.7
12/21/1996,1996,12,21,32,3.1,0,21.4
12/22/1996,1996,12,22,38,30.3,0.09,12.5
12/23/1996,1996,12,23,47,31.8,0.9,16.4
12/24/1996,1996,12,24,48.6,18.8,0,32.9
12/25/1996,1996,12,25,19.2,8.7,0,23.6
12/26/1996,1996,12,26,18,9.7,0,9.6
12/27/1996,1996,12,27,31,-0.8,0,9.6
12/28/1996,1996,12,28,37.5,30.8,0.2,16.8
12/29/1996,1996,12,29,35,29.7,0.01,20.7
12/30/1996,1996,12,30,31.6,25.7,0,11.7
12/31/1996,1996,12,31,30.8,23.9,0,14.6
1/1/1997,1997,1,1,35.7,23.8,0.06,19.3
1/2/1997,1997,1,2,51.2,33.9,0.02,19.6
1/3/1997,1997,1,3,50.4,35.3,0,19.3
1/4/1997,1997,1,4,59.5,34.7,0.19,20
1/5/1997,1997,1,5,57.3,21.5,0.05,32.5
1/6/1997,1997,1,6,21.9,15.4,0,28.2
1/7/1997,1997,1,7,20.2,15,0,22.1
1/8/1997,1997,1,8,26,6.2,0,8.2
1/9/1997,1997,1,9,21.6,18.2,0,19.6
1/10/1997,1997,1,10,24.6,6.1,0,28.6
1/11/1997,1997,1,11,17.4,2.4,0,20.7
1/12/1997,1997,1,12,13,1.5,0,16.4
1/13/1997,1997,1,13,14.2,2.2,0,17.8
1/14/1997,1997,1,14,23.6,8.2,0,18.5
1/15/1997,1997,1,15,30.9,8.8,0,17.1
1/16/1997,1997,1,16,25.8,-3.1,0,29.3
1/17/1997,1997,1,17,5.6,-10.6,0,27.1
1/18/1997,1997,1,18,9.6,-0.5,0,17.8
1/19/1997,1997,1,19,17.6,-10.6,0,19.6
1/20/1997,1997,1,20,33.2,13.6,0.16,18.9
1/21/1997,1997,1,21,42.6,9.4,0.16,17.5
1/22/1997,1997,1,22,43.9,28.6,0.13,35.7
1/23/1997,1997,1,23,28.8,13,0,16.8
1/24/1997,1997,1,24,30.1,13,0,14.6
1/25/1997,1997,1,25,30.9,14.6,0.01,28.9
1/26/1997,1997,1,26,14.8,5.1,0,12.1
1/27/1997,1997,1,27,28.6,14.3,0,12.8
1/28/1997,1997,1,28,22.4,8.9,0,28.9
1/29/1997,1997,1,29,13.4,-4.4,0,11.4
1/30/1997,1997,1,30,25.8,10.9,0,16.4
1/31/1997,1997,1,31,41.8,21.1,0.1,24.3
2/1/1997,1997,2,1,34.4,27.6,0,20.7
2/2/1997,1997,2,2,35.4,24.9,0,13.9
2/3/1997,1997,2,3,32.2,27.7,0,15
2/4/1997,1997,2,4,37.3,27.7,0.34,20.7
2/5/1997,1997,2,5,32.8,27,0,19.6
2/6/1997,1997,2,6,29.1,25.2,0,18.9
2/7/1997,1997,2,7,28.4,23.3,0,12.8
2/8/1997,1997,2,8,28.3,15,0,15
2/9/1997,1997,2,9,26.7,10.6,0,15.3
2/10/1997,1997,2,10,29.8,16.5,0,18.2
2/11/1997,1997,2,11,26.8,19.4,0,20.3
2/12/1997,1997,2,12,24.9,8.5,0.01,22.1
2/13/1997,1997,2,13,23.7,-0.5,0,16.8
2/14/1997,1997,2,14,29.7,16.2,0,18.2
2/15/1997,1997,2,15,28.1,12.8,0,22.5
2/16/1997,1997,2,16,24.9,4.5,0,20.7
2/17/1997,1997,2,17,38.4,-1.7,0.02,20.7
2/18/1997,1997,2,18,52.5,35.4,0,32.1
2/19/1997,1997,2,19,48.9,25.9,0,28.6
2/20/1997,1997,2,20,45.7,21.2,0.49,19.6
2/21/1997,1997,2,21,49.6,25.3,1.1,26.8
2/22/1997,1997,2,22,25.6,15.5,0,26.1
2/23/1997,1997,2,23,29.8,15.2,0.09,25.3
2/24/1997,1997,2,24,23.7,8.3,0,20
2/25/1997,1997,2,25,32.5,3.3,0.04,21.8
2/26/1997,1997,2,26,42,28.2,0.37,19.3
2/27/1997,1997,2,27,45.4,30.3,0.39,43.2
2/28/1997,1997,2,28,34.6,29.1,0,14.6
3/1/1997,1997,3,1,55.1,32.3,0.04,17.8
3/2/1997,1997,3,2,49.9,24.9,0.01,24.6
3/3/1997,1997,3,3,36.8,23.5,0,17.8
3/4/1997,1997,3,4,43.8,28,0,16.4
3/5/1997,1997,3,5,35.2,29.4,0,15
3/6/1997,1997,3,6,30.7,16.1,0,26.1
3/7/1997,1997,3,7,33.6,9.8,0.03,13.9
3/8/1997,1997,3,8,38.3,26.5,0.02,16.4
3/9/1997,1997,3,9,38.1,24.3,0.16,26.8
3/10/1997,1997,3,10,47.7,29,0,22.5
3/11/1997,1997,3,11,44.2,26.9,0.02,17.8
3/12/1997,1997,3,12,39.3,20.6,0,14.2
3/13/1997,1997,3,13,29.9,23.2,0,21.4
3/14/1997,1997,3,14,30.6,18.9,0.3,16.4
3/15/1997,1997,3,15,20.2,12.7,0,1
3/16/1997,1997,3,16,25.9,9.1,0,1
3/17/1997,1997,3,17,51.3,25.5,0.02,25
3/18/1997,1997,3,18,34.8,24.1,0,18.5
3/19/1997,1997,3,19,42,15.4,0,13.2
3/20/1997,1997,3,20,51.7,33.5,0,15.3
3/21/1997,1997,3,21,63.8,34,0,29.6
3/22/1997,1997,3,22,39.2,26.6,0,18.5
3/23/1997,1997,3,23,29.7,15.7,0.09,19.3
3/24/1997,1997,3,24,38.5,9,0,21
3/25/1997,1997,3,25,47,28.8,0.35,30.4
3/26/1997,1997,3,26,46.8,32.8,0,22.8
3/27/1997,1997,3,27,69.3,41.4,0,24.6
3/28/1997,1997,3,28,55.6,46.5,0.58,15.7
3/29/1997,1997,3,29,50.5,39.4,0.05,20.3
3/30/1997,1997,3,30,40.1,28.8,0.03,16.4
3/31/1997,1997,3,31,43.3,22.5,0,21.8
4/1/1997,1997,4,1,58.2,20.9,0,11.7
4/2/1997,1997,4,2,64.7,27.5,0,16
4/3/1997,1997,4,3,57.4,39.3,0.02,23.2
4/4/1997,1997,4,4,74.5,39.4,0.15,15
4/5/1997,1997,4,5,64.7,51.7,0.44,28.2
4/6/1997,1997,4,6,66.9,30.7,0.04,48.3
4/7/1997,1997,4,7,36.1,27.6,0,42.2
4/8/1997,1997,4,8,30.8,21.3,0,26.8
4/9/1997,1997,4,9,35,17.4,0,18.5
4/10/1997,1997,4,10,41.6,17.6,0,12.5
4/11/1997,1997,4,11,42.6,32.2,0.09,16
4/12/1997,1997,4,12,33.9,30.7,0.4,18.9
4/13/1997,1997,4,13,44.9,29,0.02,16.8
4/14/1997,1997,4,14,53.3,24.9,0,17.1
4/15/1997,1997,4,15,60.6,30,0,22.8
4/16/1997,1997,4,16,53.2,32.7,0.08,21
4/17/1997,1997,4,17,43.3,28.7,0,16
4/18/1997,1997,4,18,49.3,24.4,0,17.1
4/19/1997,1997,4,19,52.5,24,0,14.6
4/20/1997,1997,4,20,56.6,25.7,0,14.2
4/21/1997,1997,4,21,48.2,35.8,0.3,8.5
4/22/1997,1997,4,22,50.9,36.9,0.12,15.3
4/23/1997,1997,4,23,56.9,33.2,0,16.8
4/24/1997,1997,4,24,57.7,36.9,0,15
4/25/1997,1997,4,25,57.2,38,0,21.4
4/26/1997,1997,4,26,62.7,29,0,14.6
4/27/1997,1997,4,27,57.6,41.1,0.02,21
4/28/1997,1997,4,28,61.5,34,0.01,13.2
4/29/1997,1997,4,29,67,34.6,0,22.1
4/30/1997,1997,4,30,66.7,49.2,0.12,25
5/1/1997,1997,5,1,59.1,37.1,0.11,34.7
5/2/1997,1997,5,2,52.7,32.5,0.08,17.1
5/3/1997,1997,5,3,52.6,39.8,0.06,23.6
5/4/1997,1997,5,4,57,32,0,26.1
5/5/1997,1997,5,5,59.9,34.1,0.27,38.9
5/6/1997,1997,5,6,57.1,39,0.02,25.7
5/7/1997,1997,5,7,60,27.9,0,13.9
5/8/1997,1997,5,8,60.4,42.1,0.38,34.3
5/9/1997,1997,5,9,54.2,37.8,0,26.1
5/10/1997,1997,5,10,57.6,35.8,0.04,22.5
5/11/1997,1997,5,11,64.5,35.6,0,29.3
